run,time
1787,4923634
1788,4927485
1789,5058015
1790,6165002
1791,4949782
1792,8245631
1793,4765886
1794,4805855
1795,4730197
1796,4742021
1797,4868628
1798,4730190
1799,4962804
1800,4804562
1801,4799579
1802,4773090
1803,4689026
1804,4756002
1805,4804131
1806,4884578
1807,4717720
1808,4745110
1809,4857553
1810,4873740
1811,4823220
1812,4714706
1813,4904377
1814,4705309
1815,4943116
1816,5873732
1817,5025710
1818,5181412
1819,4832295
1820,4873524
1821,5776643
1822,5053447
1823,5143224
1824,4986515
1825,5032666
1826,4951915
1827,5269224
1828,5078937
1829,4818799
1830,4738481
1831,4756912
1832,4818349
1833,4859724
1834,5624243
1835,5121355
1836,4699628
1837,4828485
1838,4701360
1839,4746365
1840,4725893
1841,4629911
1842,4729699
1843,4869758
1844,4748446
1845,4729330
1846,4759199
1847,5030098
1848,4937474
1849,4909710
1850,4760801
1851,4734854
1852,4815129
1853,6531982
1854,5173312
1855,5009378
1856,4967620
1857,4928384
1858,4838133
1859,4855110
1860,5229037
1861,5031612
1862,4818306
1863,4996621
1864,4836607
1865,5250721
1866,5039389
1867,4955371
1868,4927230
1869,6028301
1870,4716437
1871,6261841
1872,4871254
1873,4740807
1874,4436923
1875,4525688
1876,4433912
1877,4618183
1878,4738468
1879,4717550
1880,4630642
1881,5613065
1882,4756049
1883,4718270
1884,4824109
1885,7867984
1886,4827451
1887,4899584
1888,4799625
1889,4670419
1890,4998602
1891,5360515
1892,5095113
1893,4950783
1894,4906796
1895,4755607
1896,4801432
1897,5240745
1898,5114922
1899,5013052
1900,5038650
1901,6524371
1902,5100543
1903,4929013
1904,4797222
1905,4954170
1906,5431004
1907,4601189
1908,4714265
1909,4948702
1910,4795787
1911,4839144
1912,4630624
1913,4740407
1914,4623542
1915,4750444
1916,4584742
1917,6050958
1918,4495575
1919,4619245
1920,4777160
1921,4827311
1922,4920918
1923,4829504
1924,4867977
1925,4803422
1926,4806364
1927,4996923
1928,5051674
1929,5004818
1930,4979156
1931,4841259
1932,4720172
1933,7316772
1934,6338781
1935,6542496
1936,5572366
1937,4881100
1938,5026372
1939,5306032
1940,4821952
1941,4837628
1942,4866170
1943,4922721
1944,4535759
1945,4642562
1946,4765205
1947,4838431
1948,4648128
1949,4984094
1950,4558497
1951,4746002
1952,4690730
1953,4672697
1954,4471110
1955,4625613
1956,4495709
1957,4667777
1958,4941976
1959,4784955
1960,4771651
1961,4761512
1962,4674387
1963,4778165
1964,4970546
1965,4954780
1966,4831378
1967,5005050
1968,4879680
1969,5295093
1970,5096889
1971,5156391
1972,5045153
1973,5222870
1974,5241570
1975,4942859
1976,5085073
1977,5078511
1978,5143951
1979,5045305
1980,4906709
1981,4952516
1982,5110313
1983,4986618
1984,4732882
1985,4611077
1986,4611715
1987,6125791
1988,5257524
1989,4661610
1990,4666128
1991,4679053
1992,4705197
1993,4768795
1994,4678640
1995,4564947
1996,4641372
1997,4733295
1998,4749460
1999,5023761
2000,4773255
2001,4957119
2002,4965039
2003,4919567
2004,4977243
2005,4828156
2006,4850117
2007,4901773
2008,5101262
2009,5115271
2010,5056210
2011,4896716
2012,4787745
2013,5016737
2014,5202780
2015,5222211
2016,4927369
2017,4978264
2018,5120620
2019,5196644
2020,4836510
2021,4936171
2022,4763158
2023,4559112
2024,4562975
2025,5894689
2026,4931304
2027,4607611
2028,4498506
2029,4567147
2030,4859385
2031,4548518
2032,4436811
2033,4588168
2034,4599426
2035,4960811
2036,4723448
2037,4707705
2038,4898310
2039,4752315
2040,4699171
2041,4938174
2042,4652192
2043,4725043
2044,4992509
2045,5188023
2046,5089231
2047,4865667
2048,4879207
2049,4780248
2050,4618689
2051,4872889
2052,4948901
2053,4936641
2054,5063249
2055,4696442
2056,5057958
2057,4858991
2058,5037156
2059,4739434
2060,5011575
2061,4681290
2062,4740665
2063,4717795
2064,4663424
2065,4787278
2066,4606012
2067,4670320
2068,4485795
2069,4655406
2070,4713734
2071,4529291
2072,4589529
2073,4641857
2074,4423985
2075,5317072
2076,4770908
2077,5006840
2078,4922207
2079,4846754
2080,4907889
2081,4763733
2082,4763851
2083,5122500
2084,6499797
2085,5189764
2086,4799413
2087,4867376
2088,4967522
2089,4749414
2090,4814006
2091,5074703
2092,5011904
2093,5089941
2094,5051768
2095,4714984
2096,5175981
2097,4916553
2098,4733892
2099,4834976
2100,4731991
2101,4686763
2102,5096265
2103,5730762
2104,4873202
2105,4969412
2106,4694412
2107,4656815
2108,4663593
2109,4622905
2110,4675034
2111,4639438
2112,4580815
2113,4361382
2114,5953815
2115,4878734
2116,4627593
2117,4613395
2118,4659251
2119,4764285
2120,4811420
2121,4839228
2122,4726559
2123,4657343
2124,4786523
2125,5288277
2126,5610455
2127,5082467
2128,5021765
2129,4923710
2130,4735477
2131,4880030
2132,5040164
2133,4712482
2134,5061089
2135,4745693
2136,4823675
