run,time
2137,4935636
2138,4844880
2139,4978405
2140,4781505
2141,4614170
2142,4847744
2143,4691190
2144,4714267
2145,4690184
2146,4661672
2147,4815359
2148,4767940
2149,4786040
2150,4654199
2151,4703445
2152,4720582
2153,5652985
2154,4834005
2155,4866419
2156,4776612
2157,4780767
2158,4929936
2159,4901330
2160,4870641
2161,4759814
2162,4839665
2163,4951117
2164,4822296
2165,4942812
2166,5057352
2167,4835966
2168,5103805
2169,5123196
2170,5983146
2171,5181049
2172,5064947
2173,4736466
2174,4780636
2175,4678905
2176,4885130
2177,4696877
2178,4728531
2179,4679225
2180,4863536
2181,4615628
2182,5232948
2183,4935973
2184,4739162
2185,4667271
2186,4619293
2187,4505653
2188,4841457
2189,4673553
2190,4725238
2191,5679213
2192,4825742
2193,4817361
2194,4704404
2195,4785494
2196,4920959
2197,4962784
2198,4723775
2199,4972280
2200,4908570
2201,4984950
2202,4975311
2203,5033020
2204,4818787
2205,4810577
2206,4939819
2207,4883613
2208,5010375
2209,5089576
2210,5092769
2211,4975246
2212,4880727
2213,4928711
2214,5212233
2215,4848420
2216,4742940
2217,4704110
2218,4611550
2219,4582039
2220,5490019
2221,5340401
2222,6007205
2223,4646529
2224,4537451
2225,4672425
2226,4676773
2227,4541995
2228,4583758
2229,6050148
2230,7581498
2231,8154002
2232,6332264
2233,4822633
2234,4747985
2235,4712898
2236,4838404
2237,4712613
2238,6421985
2239,5104101
2240,4835282
2241,4751964
2242,4802391
2243,4752163
2244,4921236
2245,5050293
2246,4825808
2247,4874896
2248,4784840
2249,4827137
2250,4786323
2251,4829885
2252,4706381
2253,4702739
2254,6638497
2255,4403345
2256,4416779
2257,4737853
2258,4845940
2259,4679815
2260,4714322
2261,4701070
2262,4788609
2263,4753030
2264,4612014
2265,4542941
2266,4326293
2267,4523865
2268,4601473
2269,4596298
2270,5444348
2271,4780640
2272,4945023
2273,4822348
2274,4893095
2275,4864704
2276,6147334
2277,5230230
2278,4798606
2279,5027878
2280,4696456
2281,4925482
2282,5103467
2283,5176696
2284,4946016
2285,4890631
2286,7731846
2287,4918272
2288,5328140
2289,4891295
2290,4955014
2291,4735708
2292,4985530
2293,4720395
2294,4928640
2295,6138356
2296,4706113
2297,4605507
2298,4627132
2299,4823685
2300,4546777
2301,4592617
2302,6854831
2303,4611196
2304,4615310
2305,4585789
2306,4713611
2307,4798829
2308,4729515
2309,4813094
2310,4937891
2311,4858989
2312,4817078
2313,4955549
2314,4842995
2315,5050296
2316,4892112
2317,4840196
2318,4780903
2319,5041486
2320,4919724
2321,4851580
2322,5005527
2323,4914931
2324,4728097
2325,4787268
2326,4813222
2327,5131655
2328,4691999
2329,4999850
2330,4860033
2331,4604097
2332,4659642
2333,4751675
2334,4666987
2335,4746560
2336,4732305
2337,4831315
2338,4512792
2339,4782010
2340,4726109
2341,4618971
2342,4367512
2343,4544363
2344,4506353
2345,4822608
2346,4771443
2347,4559292
2348,4550384
2349,4792607
2350,4772952
2351,5058326
2352,4980286
2353,4810062
2354,4843675
2355,4816071
2356,4953636
2357,5106790
2358,4995947
2359,5039061
2360,4889628
2361,5109929
2362,4927879
2363,4943604
2364,4961551
2365,4995231
2366,4905556
2367,4967823
2368,5067774
2369,5624329
2370,4901107
2371,4718114
2372,4763984
2373,4778604
2374,4707654
2375,6588626
2376,4831090
2377,4475695
2378,4426796
2379,4651288
2380,4607102
2381,4699363
2382,4642410
2383,4695399
2384,4756590
2385,4775355
2386,4733456
2387,4878089
2388,4621302
2389,4808571
2390,4800941
2391,4865237
2392,4783339
2393,4786582
2394,4837637
2395,5132947
2396,4866469
2397,5015888
2398,4757714
2399,4792964
2400,4905911
2401,5100476
2402,5166000
2403,5048618
2404,4846680
2405,5028578
2406,4950907
2407,5101532
2408,4757742
2409,4608405
2410,4765087
2411,4595347
2412,4760296
2413,5829005
2414,4822429
2415,4668400
2416,4716887
2417,4745827
2418,4720981
2419,4656874
2420,4643059
2421,4542604
2422,4599018
2423,4652974
2424,5514561
2425,4584034
2426,4875286
2427,4973661
2428,4887605
2429,4880107
2430,4767269
2431,4787044
2432,4663112
2433,4995318
2434,4959877
2435,5057950
2436,4635310
2437,4924691
2438,4915908
2439,4986749
2440,4853855
2441,5259158
2442,5033380
2443,4700090
2444,4764972
2445,4975617
2446,5080743
2447,5180308
2448,4740619
2449,4607169
2450,4581170
2451,4572570
2452,6165386
2453,4742466
2454,4585511
2455,4471315
2456,4529953
2457,4848768
2458,4816023
2459,4731316
2460,4594751
2461,4521032
2462,4439451
2463,5440151
2464,4572095
2465,4921426
2466,4797188
2467,4601182
2468,4816223
2469,5197388
2470,5406259
2471,5153961
2472,5049448
2473,5024098
2474,5091081
2475,5007223
2476,4762621
2477,4767110
2478,5056222
2479,5011965
2480,4924913
2481,5127813
2482,4810298
2483,4748557
2484,5011403
2485,4716481
2486,4782842
2487,4724229
2488,4664551
2489,4601477
2490,4697768
2491,4650477
2492,4506813
2493,4735421
2494,4541092
2495,4875634
2496,4816261
2497,4541887
2498,4586881
2499,4839769
2500,4591323
2501,4604863
2502,5335032
2503,4705936
2504,4844975
2505,4872784
2506,4916988
2507,4716419
2508,4852499
2509,4844834
2510,4829030
2511,4973402
2512,4825132
2513,5299963
2514,4883755
2515,4707471
2516,5024347
2517,4942570
2518,4924071
2519,5036780
2520,4764929
2521,4711207
2522,4979079
2523,5022457
2524,4696065
2525,4791626
2526,4708811
2527,4789944
2528,4837480
2529,4670918
2530,4737005
2531,4526127
2532,4631122
2533,4774193
2534,4505770
2535,4504157
2536,4547851
2537,4420562
2538,4559792
2539,4488397
2540,4416546
2541,5231851
2542,4708896
2543,4837047
2544,4670199
2545,4710084
2546,4712281
2547,4910819
2548,4838959
2549,4859257
2550,4869748
2551,4890796
2552,5142593
2553,5099108
2554,5161443
2555,5128826
2556,5089534
2557,4855685
2558,4929995
2559,5117589
2560,5065389
2561,5041613
2562,4988495
2563,4687030
2564,4704114
2565,5159982
2566,5003542
2567,5001728
2568,4861433
2569,4767112
2570,4711901
2571,4764372
2572,4915360
2573,4716981
2574,4753552
2575,4821765
2576,4657762
2577,4736809
2578,4724043
2579,4708693
2580,5607916
2581,4766059
2582,4850852
2583,4651197
2584,4670330
2585,4834115
2586,4839157
2587,4812337
2588,4752069
2589,4745814
2590,4876081
2591,6566852
2592,5076655
2593,5114802
2594,4888418
2595,4778406
2596,4916230
2597,5015447
2598,5918380
2599,4829691
2600,5020138
2601,4716519
2602,4975611
2603,4980776
2604,4664393
2605,4731734
2606,4744065
2607,6198337
2608,4703218
2609,4916782
2610,4891868
2611,4799229
2612,4475478
2613,4744126
2614,4727355
2615,4769915
2616,4711278
2617,4630220
2618,4527685
2619,5337593
2620,4826779
2621,4957217
2622,4755629
2623,7583322
2624,4866882
2625,4946327
2626,7451878
2627,5015995
2628,4972587
2629,4860084
2630,4935446
2631,4881936
2632,4907448
2633,4830395
2634,5108581
2635,4985587
2636,5166239
2637,5238314
2638,5007760
2639,6256523
2640,4838059
2641,4976405
2642,4762764
2643,4645317
2644,6036800
2645,4750774
2646,4744860
2647,4818321
2648,4863836
2649,4830454
2650,4995519
2651,4698982
2652,4673306
2653,4654768
2654,4674423
2655,4444092
2656,5340847
2657,5655067
2658,5623264
2659,5047882
2660,5051225
2661,4834993
2662,5934171
2663,5816292
2664,4969607
2665,5097324
2666,5020181
2667,4842380
2668,4772846
2669,4731210
2670,4879162
2671,6940442
2672,5062626
2673,4942399
2674,5043784
2675,5126253
2676,5123342
2677,4812137
2678,4815295
2679,4731233
2680,4606839
2681,4612871
2682,4816830
2683,5841659
2684,4697472
2685,4786969
2686,4739013
2687,8584690
2688,4813053
2689,4625421
2690,4464190
2691,4699421
2692,5121807
2693,4692336
2694,5057279
2695,5665203
2696,4924530
2697,4764069
2698,4841305
2699,4862054
2700,4853294
2701,5097140
2702,5006594
2703,5328461
2704,4794585
2705,4874588
2706,4726459
2707,4878989
2708,4901756
2709,4965272
2710,4795843
2711,4637644
2712,4758499
2713,4851510
2714,4916726
2715,4703727
2716,4711228
2717,4742106
2718,4636640
2719,4652677
2720,4596006
2721,5157794
2722,4937511
2723,4835504
2724,4580771
2725,4717777
2726,4675687
2727,4665816
2728,4692531
2729,4601447
2730,4439206
2731,4547172
2732,6045214
2733,8121208
2734,8155572
2735,6168610
2736,4821395
2737,5114008
2738,4742292
2739,5041390
2740,4975981
2741,5051176
2742,5094659
2743,5005248
2744,5095825
2745,4848847
2746,4910982
2747,4801943
2748,5066236
2749,4864264
2750,4760649
2751,4669659
2752,4979813
2753,5056610
2754,5085162
2755,4800803
2756,4815710
2757,4715395
2758,4592014
2759,4760313
2760,6394501
2761,5305247
2762,4723522
2763,4579857
2764,4600726
2765,4849270
2766,4703702
2767,4454151
2768,4659457
2769,4896719
2770,4713561
2771,4679422
2772,4720952
2773,4778869
2774,4863180
2775,4749176
2776,4869304
2777,4847645
2778,4904967
2779,4988243
2780,5186021
2781,4857335
2782,4919686
2783,4775586
2784,4966555
2785,4907844
2786,4998439
2787,4992405
2788,5184378
2789,4883457
2790,5085160
2791,4604885
2792,5071463
2793,4818437
2794,4898208
2795,4983328
2796,4602714
2797,4805540
2798,6139800
2799,5252025
2800,4749538
2801,4782015
2802,4435877
2803,4330013
2804,4641507
2805,4698583
2806,4577023
2807,4612325
2808,4504010
2809,4667158
2810,4740416
2811,4775915
2812,5063537
2813,4969873
2814,5108352
2815,5019694
2816,5096549
2817,5091117
2818,5157457
2819,5241909
2820,5252159
2821,5056919
2822,4737182
2823,4811686
2824,4906581
2825,5165657
2826,5047908
2827,4889252
2828,4787223
2829,4758450
2830,5172162
2831,4905363
2832,4897607
2833,4837337
2834,4748362
2835,4843196
2836,5568903
2837,6233681
2838,4830949
2839,4799149
2840,4450431
2841,4702178
2842,4800363
2843,4626397
2844,4658954
2845,4611711
2846,4748017
2847,4797027
2848,4742509
2849,4806922
2850,4688087
2851,5336722
2852,6294865
2853,5090475
2854,4854459
2855,5059343
2856,5162343
2857,5121034
2858,5097219
2859,5131452
2860,5110827
2861,5131337
2862,5153504
2863,4993740
2864,5073754
2865,4941489
2866,4764928
2867,4881105
2868,4995132
2869,4714104
2870,5018028
2871,4730771
2872,4816936
2873,4945105
2874,6414594
2875,4810031
2876,4744751
2877,4727436
2878,4699709
2879,4734406
2880,4911139
2881,4652442
2882,4674250
2883,4576876
2884,4623440
2885,6277456
2886,6267717
2887,5972818
2888,4678443
2889,4839471
2890,4982199
2891,5062509
2892,4900019
2893,5190045
2894,4986237
2895,4947351
2896,4803224
2897,4936880
2898,5037971
2899,5113159
2900,5065030
2901,5306276
2902,4959626
2903,4906263
2904,4862771
2905,4940887
2906,4899148
2907,4784470
2908,4736249
2909,4671725
2910,4872012
2911,4910946
2912,5162722
2913,4811244
2914,4866693
2915,4670758
2916,4779403
2917,4579596
2918,4726949
2919,4677560
2920,4602558
2921,4708527
2922,4699089
2923,4731996
2924,4769254
2925,4826313
2926,4714263
2927,4745449
2928,6279914
2929,4933662
2930,5227031
2931,5060754
2932,4940152
2933,4808138
2934,5073122
2935,5037108
2936,5081850
2937,5040337
2938,5291136
2939,4939717
2940,5285557
2941,5050038
2942,5154173
2943,4749701
2944,6249595
2945,4872351
2946,4975663
2947,4787717
2948,4988196
2949,4770068
2950,4728895
2951,4632970
2952,6314177
2953,5198388
2954,4657554
2955,4679670
2956,4669995
2957,4847930
2958,4668070
2959,4620201
2960,6804001
2961,4909122
2962,4995080
2963,4796886
2964,4784424
2965,4973135
2966,4889484
2967,5024322
2968,5076151
2969,5127137
2970,5188179
2971,4929991
2972,4780775
2973,4885711
2974,5009907
2975,5091193
2976,6628497
2977,4893499
2978,4870687
2979,4873645
2980,4871440
2981,5088920
2982,4960681
2983,4684911
2984,4711618
2985,4855188
2986,4776344
2987,4404999
2988,4561795
2989,4617511
2990,5113549
2991,4720502
2992,4452017
2993,4775038
2994,4679932
2995,4714885
2996,4749656
2997,4704896
2998,4602971
2999,4768239
3000,4801182
3001,4714253
3002,4864685
3003,4805537
3004,4769572
3005,4772764
3006,4759193
3007,4754725
3008,4867389
3009,5095572
3010,5850684
3011,5122816
3012,4772274
3013,4936639
3014,5004025
3015,5141170
3016,5170702
3017,5116977
3018,5134707
3019,4914990
3020,5171517
3021,5612328
3022,5295341
3023,4719399
3024,4806376
3025,4773295
3026,4743956
3027,4706525
3028,5346394
3029,5327796
3030,4731484
3031,4687484
3032,4662030
3033,4841450
3034,4918711
3035,4716324
3036,4720179
3037,4837411
3038,4837708
3039,4944454
3040,4907336
3041,5825407
3042,6101731
3043,5190978
3044,4996782
3045,5060250
3046,5038838
3047,5124119
3048,5105943
3049,5146169
3050,5092650
3051,5013228
3052,5094488
3053,5300714
3054,5025169
3055,5039673
3056,5036331
3057,5178108
3058,5091857
3059,5078433
3060,4885905
3061,4767119
3062,4931502
3063,4952394
3064,4927337
3065,6407300
3066,4800204
3067,4787867
3068,4624288
3069,4720633
3070,4513865
3071,4729730
3072,4674342
3073,4725699
3074,6234090
3075,5339936
3076,4977175
3077,5729844
3078,5244254
3079,4807996
3080,4707422
3081,4821969
3082,4800849
3083,4865058
3084,5208565
3085,5141672
3086,4907460
3087,4972052
3088,5021821
3089,5143006
3090,4882512
3091,5140448
3092,5180063
3093,4997492
3094,5090072
3095,4976379
3096,5039973
3097,4935805
3098,5188277
3099,4784259
3100,4998867
3101,4934493
3102,5165260
3103,4970512
3104,4631836
3105,4700984
3106,4620692
3107,4731434
3108,4758684
3109,4531828
3110,4518648
3111,4595166
3112,4683534
3113,4810573
3114,4872377
3115,4761174
3116,4737141
3117,4952157
3118,5826192
3119,5109916
3120,4692149
3121,4776732
3122,4783295
3123,4679415
3124,4739606
3125,4926200
3126,4854686
3127,4739724
3128,5079817
3129,5101792
3130,4914243
3131,5085522
3132,5079196
3133,5093654
3134,4864588
3135,5256349
3136,5627861
3137,5186402
3138,4654256
3139,4859047
3140,4689870
3141,4858880
3142,4731494
3143,5256172
3144,5517876
3145,4764391
3146,4632226
3147,4492409
3148,4911510
3149,5534997
3150,5360769
3151,4995661
3152,4978914
3153,4852582
3154,4991621
3155,4992334
3156,4999291
3157,4988869
3158,4789877
3159,4845692
3160,4888386
3161,4763800
3162,5069470
3163,5069987
3164,5154166
3165,4847322
3166,5571744
3167,4781011
3168,5098038
3169,5101279
3170,5144095
3171,4895520
3172,4969749
3173,4762740
3174,5004661
3175,4876417
3176,4967896
3177,4923606
3178,4733843
3179,4761617
3180,4805577
3181,4919152
3182,4743440
3183,4798228
3184,4726667
3185,4707413
3186,4741629
3187,4733480
3188,4559881
3189,4647748
3190,4804362
3191,4722847
3192,4672979
3193,4872778
3194,4748818
3195,5675679
3196,8902942
3197,8265026
3198,6644114
3199,4925816
3200,4714698
3201,5031990
3202,4847594
3203,4778120
3204,4761822
3205,4739071
3206,4763535
3207,5015593
3208,5067526
3209,5091094
3210,4795506
3211,4781535
3212,4772086
3213,4915415
3214,4839347
3215,4825053
3216,4629254
3217,6309720
3218,4851439
3219,4787040
3220,4666591
3221,4762804
3222,4717153
3223,4718929
3224,4738237
3225,4664711
3226,5961712
3227,4801304
3228,4843057
3229,5500770
3230,7320875
3231,5173298
3232,5105522
3233,4987876
3234,4957274
3235,6574443
3236,5946177
3237,4959998
3238,4972395
3239,4899922
3240,4915432
3241,5062553
3242,5815170
3243,4677121
3244,4844153
3245,4909620
3246,4971160
3247,6006583
3248,4814589
3249,6187611
3250,4631610
3251,4488966
3252,4704817
3253,4644518
3254,5100333
3255,4777265
3256,4706405
3257,4766610
3258,4811207
3259,5888550
3260,5781656
3261,5326418
3262,6328857
3263,8294447
3264,8368734
3265,10247150
3266,8211822
3267,8274568
3268,8649725
3269,5529299
3270,4993393
3271,4699955
3272,4734425
3273,4881515
3274,5748101
3275,4971815
3276,5118106
3277,4753201
3278,5096864
3279,6183205
3280,5111958
3281,7870925
3282,4650221
3283,4825384
3284,4638543
3285,4971662
3286,4887582
3287,4725237
3288,4677584
3289,4572386
3290,4558642
3291,4768587
3292,4563929
3293,4552078
3294,4637132
3295,5039515
3296,4632534
3297,5392248
3298,5195616
3299,5640333
3300,5252945
3301,4938120
3302,5243072
3303,4874930
3304,5107395
3305,6124977
3306,5130930
3307,4928785
3308,4882167
3309,4905113
3310,4991934
3311,5035017
3312,4927406
3313,5023418
3314,4787430
3315,4806969
3316,5682788
3317,5367082
3318,4986507
3319,5097533
3320,4660411
3321,4832266
3322,4707928
3323,4917668
3324,4828054
3325,4761060
3326,4909665
3327,4838372
3328,4904649
3329,5753487
3330,4588635
3331,4605242
3332,4523787
3333,4657138
3334,4999651
3335,4920599
3336,5294027
3337,5491062
3338,4772547
3339,4799830
3340,4714023
3341,4866650
3342,6020753
3343,4819067
3344,4882482
3345,4806529
3346,4801340
3347,4854874
3348,4799235
3349,4919825
3350,4758099
3351,4858346
3352,4683908
3353,4867941
3354,4749913
3355,4922251
3356,4886794
3357,4941806
3358,4824152
3359,4856148
3360,4675539
3361,4714878
3362,4904106
3363,4677678
3364,4754118
3365,4936376
3366,4599397
3367,4718293
3368,4734463
3369,4599429
3370,4377663
3371,4441835
3372,4424041
3373,4530547
3374,4918408
3375,4712729
3376,4696521
3377,4848823
3378,5906035
3379,4894815
3380,4806369
3381,4754452
3382,4744517
3383,4786745
3384,4982492
3385,5029403
3386,4718906
3387,5094319
3388,4910523
3389,4927829
3390,4902682
3391,5549837
3392,5003912
3393,4946442
3394,4819496
3395,5098026
3396,4895789
3397,4808002
3398,4672941
3399,4688333
3400,4692545
3401,4583638
3402,4600376
3403,4530039
3404,4807122
3405,4744132
3406,4769031
3407,4401169
3408,4656729
3409,4628448
3410,4715440
3411,5041700
3412,4803974
3413,4880089
3414,4763967
3415,6068820
3416,4943066
3417,5067189
3418,5066292
3419,4977858
3420,4903911
3421,5068817
3422,4887190
3423,5084648
3424,5187324
3425,4844869
3426,5082967
3427,4896207
3428,4958731
3429,5062308
3430,5705403
3431,5011379
3432,4737030
3433,4885090
3434,4984663
3435,4831648
3436,4760493
3437,4732860
3438,4716476
3439,4758595
3440,4717321
3441,4817147
3442,4959617
3443,4779371
3444,4777973
3445,4812666
3446,4948025
3447,5029435
3448,4837549
3449,4713256
3450,5608274
3451,4951728
3452,4761529
3453,5352056
3454,5557806
3455,5247737
3456,4812736
3457,4711208
3458,4954109
3459,5147447
3460,4920713
3461,4761523
3462,4911373
3463,4811141
3464,4903606
3465,4922518
3466,5088359
3467,5053960
3468,5047465
3469,5427135
3470,4742130
3471,4656469
3472,5022510
3473,5004590
3474,4782674
3475,4671823
3476,4542563
3477,4633315
3478,4661272
3479,4452229
3480,4399034
3481,4454551
3482,4506627
3483,4919809
3484,4679498
3485,4549983
3486,4350818
3487,4479606
3488,4616525
3489,4813643
3490,5372912
3491,4805291
3492,4829671
3493,4890179
3494,4885480
3495,4954779
3496,4811670
3497,4824512
3498,4935567
3499,5363888
3500,5034167
3501,4797638
3502,4724725
3503,4931264
3504,4795468
3505,5140064
3506,5059846
3507,4880947
3508,4877931
3509,5424111
3510,4895462
3511,4967167
3512,4718695
3513,4719275
3514,4766231
3515,4618341
3516,4434378
3517,4512938
3518,4598918
3519,4830214
3520,4483835
3521,4823445
3522,6233355
3523,4737256
3524,4425586
3525,4514550
3526,4664406
3527,4757110
3528,5440229
3529,4770056
3530,4911223
3531,4777353
3532,5054494
3533,4823798
3534,4872082
3535,4805257
3536,4864539
3537,5010373
3538,6361812
3539,4731215
3540,4861125
3541,4791791
3542,4761045
3543,5002273
3544,4925257
3545,4836922
3546,4768581
3547,4929133
3548,4782806
3549,4959005
3550,4822574
3551,4714135
3552,4693723
3553,4798321
3554,7857366
3555,4629371
3556,4727312
3557,4674317
3558,4676505
3559,4882415
3560,4811611
3561,4503405
3562,4485481
3563,4518025
3564,4640799
3565,4767565
3566,4899312
3567,4851369
3568,4852248
3569,4877047
3570,4841531
3571,4868140
3572,4776614
3573,4893924
3574,4846485
3575,4980649
3576,5022709
3577,4786135
3578,5060327
3579,4828131
3580,5105114
3581,4871410
3582,5072863
3583,5008027
3584,4796031
3585,4924424
3586,5005825
3587,5127879
3588,5183428
3589,4741982
3590,4878303
3591,4715667
3592,4873996
3593,4704706
3594,4814352
3595,4743640
3596,4600311
3597,4690014
3598,4762380
3599,4805799
3600,4834288
3601,4770622
3602,4771658
3603,4705410
3604,4589505
3605,4700846
3606,4939161
3607,5278873
3608,5049995
3609,5224791
3610,5215568
3611,4930677
3612,5609054
3613,4986482
3614,4935039
3615,5105737
3616,5112975
3617,6650377
3618,6187074
3619,6380476
3620,5777065
3621,5245744
3622,5181291
3623,4936606
3624,5109870
3625,5066335
3626,4942831
3627,4906271
3628,4803773
3629,4986972
3630,4802807
3631,4702371
3632,4791300
3633,4689531
3634,4961666
3635,5574455
3636,4743580
3637,4625969
3638,4546825
3639,4405165
3640,4704408
3641,4575228
3642,4621183
3643,4766084
3644,4671464
3645,4721764
3646,4742344
3647,4904876
3648,5008695
3649,4816020
3650,4802310
3651,4824211
3652,4922347
3653,4862032
3654,4861495
3655,5176545
3656,4830613
3657,4967242
3658,5010850
3659,4709639
3660,4713455
3661,5081860
3662,5212167
3663,4954019
3664,4777703
3665,4860253
3666,4826988
3667,4965591
3668,4723035
3669,4708544
3670,4494433
3671,4820638
3672,4597687
3673,4472429
3674,5113790
3675,4735617
3676,4671956
3677,4608724
3678,4720000
3679,4728578
3680,4351167
3681,4532607
3682,4784954
3683,4816992
3684,4662427
3685,4805112
3686,4770350
3687,4952263
3688,4924221
3689,4858120
3690,4762534
3691,4867752
3692,4798518
3693,4901915
3694,4952204
3695,4813569
3696,5003328
3697,4829462
3698,4766956
3699,4866486
3700,5096045
3701,5129786
3702,5034407
3703,4812043
3704,4942329
3705,6378376
3706,4909747
3707,4704215
3708,4894640
3709,4705031
3710,4863712
3711,4737432
3712,5877628
3713,4785273
3714,4867767
3715,4813768
3716,4962053
3717,4960260
3718,4643129
3719,4722938
3720,4624592
3721,5357286
3722,4828481
3723,4757915
3724,5038646
3725,4693033
3726,4906115
3727,4999837
3728,4884996
3729,5021322
3730,5073487
3731,5300734
3732,5162424
3733,5023139
3734,4833482
3735,4689794
3736,4848759
3737,5917370
3738,5043283
3739,4947405
3740,4818477
3741,4804533
3742,4686572
3743,5216767
3744,4811276
3745,4781296
3746,4672972
3747,4687516
3748,4741727
3749,4892228
3750,5133838
3751,4668228
3752,4704297
3753,4649995
3754,4687892
3755,4695199
3756,4731182
3757,4635433
3758,4716557
3759,4568278
3760,4821250
3761,4768900
3762,4795471
3763,5506152
3764,5090697
3765,4921724
3766,4883432
3767,5075701
3768,4950296
3769,5105114
3770,5109399
3771,5006838
3772,4791500
3773,4874419
3774,4931157
3775,4915648
3776,4930390
3777,4930131
3778,4759255
3779,5216599
3780,5011344
3781,4945525
3782,5277171
3783,4921643
3784,4747796
3785,4773605
3786,4954285
3787,4974800
3788,5269534
3789,4707532
3790,4807455
3791,4705783
3792,4815690
3793,4704510
3794,4658814
3795,6327084
3796,4655785
3797,4608769
3798,4576431
3799,4685375
3800,5043215
3801,5249294
3802,4699668
3803,5952335
3804,5118885
3805,4766177
3806,4958686
3807,4971669
3808,4957288
3809,4898450
3810,5084062
3811,5027354
3812,5028994
3813,5038689
3814,5381025
3815,5199076
3816,4996521
3817,4977866
3818,4990874
3819,4925351
3820,4898108
3821,4897615
3822,5053911
3823,5016811
3824,5040456
3825,4928959
3826,4740398
3827,6262246
3828,5197826
3829,4809936
3830,4735344
3831,4693136
3832,4674767
3833,4640971
3834,4521200
3835,4693670
3836,4611044
3837,5005533
3838,4857111
3839,4677389
3840,4841307
3841,4688402
3842,4849435
3843,6223234
3844,4715056
3845,4682539
3846,4723041
3847,5217375
3848,5114614
3849,4871745
3850,4996285
3851,4878897
3852,4958038
3853,4852560
3854,5056732
3855,4995187
3856,4939616
3857,4736231
3858,4914849
3859,7856277
3860,4839829
3861,4693406
3862,4785398
3863,4646693
3864,4741572
3865,4771676
3866,5577585
3867,4739099
3868,4676707
3869,4595593
3870,4716310
3871,4775110
3872,4809806
3873,4696056
3874,4923905
3875,6383947
3876,4723313
3877,4748699
3878,4867135
3879,5655447
3880,5045978
3881,5000766
3882,4857994
3883,4789029
3884,4871602
3885,5022151
3886,4925821
3887,4830578
3888,4937160
3889,4782380
3890,4978739
3891,5141190
3892,5218308
3893,4806989
3894,4860879
3895,4695804
3896,4729810
3897,5004166
3898,4872380
3899,5041448
3900,4800764
3901,4688460
3902,4639739
3903,4622395
3904,4983234
3905,4707628
3906,4819809
3907,4542812
3908,4586389
3909,4723966
3910,4676927
3911,4414813
3912,4398564
3913,4706936
3914,5518666
3915,4598250
3916,4757561
3917,5219234
3918,5623331
3919,4929930
3920,4718960
3921,5020443
3922,4804235
3923,5244338
3924,5776733
3925,4971794
3926,4819335
3927,4785912
3928,4860540
3929,5121016
3930,5081598
3931,5129305
3932,4894957
3933,4858429
3934,4958780
3935,5950365
3936,4755784
3937,4815843
3938,4949050
3939,4604248
3940,4605241
3941,4772197
3942,4711722
3943,4587225
3944,4414338
3945,5733439
3946,4554998
3947,4697728
3948,4800533
3949,4783462
3950,4545994
3951,4915887
3952,5536435
3953,4677830
3954,4940305
3955,4891474
3956,5146224
3957,4986128
3958,4900395
3959,5082619
3960,4843047
3961,5168679
3962,5151466
3963,5105261
3964,5068908
3965,5070540
3966,5109983
3967,5233899
3968,5106039
3969,4949599
3970,4979073
3971,5032762
3972,4880302
3973,5933386
3974,4837152
3975,5083237
3976,4849725
3977,4627936
3978,4706711
3979,4658254
3980,5182718
3981,4853446
3982,4632752
3983,4686615
3984,4662642
3985,4687157
3986,4493278
3987,4465028
3988,4594830
3989,4688881
3990,5349325
3991,4970259
3992,5063478
3993,4986743
3994,6122203
3995,5055761
3996,4926467
3997,4922109
3998,4889825
3999,5037375
4000,5130008
4001,5127117
4002,5118182
4003,5052517
4004,4996024
4005,5308186
4006,5234295
4007,5148699
4008,5084176
4009,5029651
4010,4921935
4011,5425806
4012,4739586
4013,4962259
4014,4963837
4015,6322926
4016,5948508
4017,5925280
4018,4812548
4019,4911831
4020,4740649
4021,4752718
4022,4745560
4023,4798998
4024,4703668
4025,4732690
4026,4898342
4027,4529796
4028,4843187
4029,4974330
4030,4711467
4031,4731124
4032,4819852
4033,5806404
4034,4752725
4035,4762158
4036,4748631
4037,4884223
4038,4821577
4039,6360303
4040,4930535
4041,5120226
4042,5013314
4043,4833416
4044,5079255
4045,4944285
4046,4879892
4047,4993634
4048,4999358
4049,4798515
4050,4841436
4051,5969764
4052,5203617
4053,5307855
4054,4500067
4055,4540813
4056,4573566
4057,5513366
4058,5376640
4059,4888118
4060,4609829
4061,4517400
4062,4601521
4063,4755366
4064,4673130
4065,4411288
4066,5468134
4067,4737190
4068,4766320
4069,4725972
4070,4725468
4071,4909848
4072,4863263
4073,4927518
4074,4905270
4075,5108318
4076,5052273
4077,4912219
4078,5308828
4079,5165053
4080,4881392
4081,4924649
4082,4780428
4083,5377030
4084,5716410
4085,4971350
4086,5065235
4087,4600126
4088,4926805
4089,4980243
4090,4744311
4091,4691424
4092,4648038
4093,4705330
4094,4783938
4095,5168369
4096,6150454
4097,4640718
4098,4609425
4099,4701186
4100,4907083
4101,4902407
4102,4445753
4103,4579264
4104,6431385
4105,4876738
4106,4737954
4107,4769373
4108,4817074
4109,4641571
4110,4922982
4111,4731357
4112,5448537
4113,5077749
4114,4887447
4115,5035373
4116,4982800
4117,4916422
4118,4831681
4119,4974283
4120,4887583
4121,4911478
4122,4925628
4123,4934286
4124,4947509
4125,4788806
4126,4733896
4127,4844064
4128,4663303
4129,4617813
4130,4626842
4131,4662972
4132,4689227
4133,5552662
4134,5341549
4135,4915063
