n,time
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,400
10,500
10,400
10,500
10,400
10,500
10,400
10,500
10,500
10,400
10,400
10,600
10,600
10,500
10,600
10,600
10,600
10,600
10,700
10,600
10,600
10,600
10,600
10,500
10,600
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,400
10,500
10,400
10,400
10,400
10,500
10,800
10,900
10,600
10,600
10,600
10,600
10,600
10,500
10,500
10,600
10,600
10,500
10,700
10,600
10,500
10,600
10,800
10,900
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,700
10,600
10,600
10,600
10,800
10,900
10,700
10,800
10,700
10,700
10,700
10,600
10,800
10,600
10,600
10,900
10,500
10,500
10,500
10,400
10,500
10,500
10,400
10,400
10,500
10,400
10,700
10,600
10,600
10,700
10,600
10,600
10,600
10,700
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,500
10,500
10,600
10,500
10,600
10,500
10,600
10,500
10,600
10,600
10,500
10,500
10,500
10,600
10,500
10,600
10,600
10,500
10,600
10,600
10,500
10,500
10,600
10,600
10,600
10,500
10,500
10,500
10,600
10,600
10,600
10,500
10,600
10,700
10,500
10,600
10,600
10,900
10,900
10,700
10,700
10,500
10,700
10,500
10,600
10,500
10,700
10,600
10,600
10,600
10,600
10,500
10,600
10,600
10,600
10,600
10,500
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,500
10,600
10,500
10,500
10,400
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,500
10,400
10,400
10,700
10,700
10,500
10,500
10,800
10,500
10,600
10,800
10,700
10,700
10,800
10,700
10,700
10,600
10,700
10,700
10,600
10,600
10,600
10,500
10,600
10,600
10,500
10,600
10,500
10,500
10,500
10,600
10,600
10,600
10,600
10,600
10,500
10,600
10,500
10,500
10,500
10,600
10,500
10,600
10,600
10,600
10,600
10,600
10,500
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,500
10,500
10,800
10,500
10,600
10,500
10,500
10,600
10,600
10,600
10,600
10,600
10,500
10,500
10,900
10,700
10,1100
10,600
10,800
10,500
10,500
10,600
10,500
10,600
10,600
10,500
10,500
10,50700
10,600
10,500
10,500
10,600
10,600
10,600
10,800
10,600
10,500
10,600
10,600
10,500
10,500
10,500
10,600
10,500
10,600
10,600
10,600
10,500
10,600
10,600
10,600
10,500
10,600
10,600
10,600
10,600
10,600
10,600
10,500
10,500
10,500
10,500
10,500
10,600
10,600
10,600
10,500
10,500
10,600
10,900
10,600
10,600
10,700
10,600
10,700
10,700
10,400
10,500
10,600
10,500
10,500
10,400
10,400
10,500
10,500
10,500
10,400
10,500
10,400
10,500
10,400
10,500
10,500
10,500
10,400
10,400
10,500
10,500
10,500
10,500
10,600
10,400
10,600
10,500
10,400
10,500
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,900
10,700
10,700
10,600
10,600
10,600
10,600
10,600
10,500
10,500
10,600
10,500
10,400
10,900
10,800
10,700
10,600
10,600
10,600
10,600
10,600
10,600
10,600
10,500
10,600
10,600
10,500
10,600
10,500
10,500
10,600
10,800
10,600
10,500
10,600
10,600
10,900
10,700
10,600
10,700
10,600
10,500
10,500
10,500
10,400
10,600
10,500
10,500
10,500
10,600
10,600
10,400
10,500
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,600
10,700
10,500
10,400
10,800
10,700
10,600
10,700
10,500
10,500
10,500
10,500
10,400
10,500
10,500
10,400
10,400
10,500
10,500
10,500
10,400
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,500
10,500
10,500
10,400
10,500
10,500
10,400
10,500
10,500
10,500
10,500
10,400
10,500
10,400
10,400
10,400
10,400
10,400
10,500
10,500
10,500
10,400
10,500
10,500
10,400
10,500
10,500
10,400
10,500
10,400
10,500
10,500
10,400
10,500
10,400
10,500
10,500
10,500
10,500
10,400
10,500
10,400
10,500
10,500
10,500
10,400
10,400
10,500
10,400
10,500
10,400
10,400
10,400
10,400
10,400
10,1500
10,600
10,700
10,700
10,700
10,500
10,700
10,500
10,600
10,500
10,500
10,600
10,700
10,400
10,500
10,700
10,500
10,600
10,600
10,500
10,600
10,500
10,600
10,600
10,500
10,500
10,500
10,600
10,600
10,500
10,500
10,600
10,700
10,600
10,600
10,700
10,900
10,500
10,500
10,500
10,700
10,500
10,400
10,500
10,400
10,500
10,600
10,500
10,400
10,600
10,700
10,400
10,600
10,500
10,600
10,500
10,700
10,500
10,700
10,700
10,600
10,900
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,400
10,500
10,500
10,400
10,500
10,400
10,400
10,400
10,500
10,500
10,500
10,500
10,400
10,400
10,500
10,500
10,500
10,500
10,500
10,400
10,400
10,500
10,400
10,400
10,400
10,500
10,400
10,500
10,600
10,400
10,500
10,700
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,500
10,400
10,400
10,400
10,400
10,500
10,500
10,500
10,500
10,400
10,800
10,700
10,600
10,500
10,500
10,400
10,500
10,500
10,500
10,500
10,400
10,500
10,500
10,500
10,500
10,500
10,500
10,500
10,400
10,500
10,400
10,500
10,400
10,600
10,500
10,500
10,400
10,400
10,500
10,400
10,500
10,400
10,500
10,600
10,600
10,500
10,600
10,600
10,600
10,500
10,500
10,500
10,600
10,500
10,500
10,500
10,500
15,88100
15,41200
15,50000
15,20200
15,22900
15,26900
15,3600
15,2500
15,2600
15,3700
15,3500
15,3300
15,3200
15,3700
15,2600
15,2500
15,3400
15,2500
15,3700
15,2500
15,2400
15,2500
15,3300
15,3700
15,4400
15,3400
15,2400
15,2500
15,2400
15,3900
15,2500
15,4200
15,2500
15,2500
15,4000
15,3600
15,2500
15,4200
15,2500
15,2500
15,6100
15,4100
15,2400
15,4100
15,2500
15,2400
15,2500
15,2500
15,2400
15,2400
15,3900
15,3800
15,3100
15,4400
15,3200
15,3100
15,5000
15,3500
15,3600
15,3000
15,3300
15,36100
15,3700
15,4000
15,4100
15,2600
15,2500
15,2500
15,2500
15,2500
15,2500
15,2500
15,4000
15,2500
15,2400
15,2500
15,4400
15,2400
15,2400
15,2500
15,2500
15,3900
15,3400
15,4200
15,3400
15,3600
15,3600
15,3700
15,3600
15,4300
15,3800
15,3800
15,2600
15,2600
15,2400
15,4200
15,2400
15,3200
15,2600
15,3200
15,3600
15,3400
15,3600
15,3800
15,4100
15,3900
15,3300
15,2500
15,4400
15,2500
15,2400
15,2500
15,2400
15,2400
15,3900
15,2500
15,2500
15,2500
15,3300
15,2500
15,2400
15,2400
15,2400
15,2300
15,2400
15,3700
15,4200
15,3200
15,5900
15,3900
15,3800
15,3800
15,3800
15,3800
15,3400
15,2500
15,2500
15,2500
15,2600
15,2500
15,2500
15,2800
15,2600
15,2500
15,2400
15,2500
15,3700
15,4700
15,3700
15,3700
15,3700
15,2400
15,2400
15,2500
15,2400
15,2500
15,2400
15,4300
15,3800
15,2600
15,2500
15,2400
15,4200
15,3400
15,2500
15,2500
15,2500
15,2400
15,2500
15,2500
15,2500
15,2400
15,2500
15,2400
15,2500
15,2500
15,2400
15,2400
15,2500
15,2400
15,2500
15,2400
15,2500
15,2500
15,2500
15,2400
15,2400
15,2400
15,2400
15,2400
15,4100
15,2400
15,3600
15,3400
15,3800
15,3200
15,3600
15,3000
15,3400
15,3100
15,3000
15,3600
15,2600
15,3800
15,3800
15,3500
15,3700
15,3400
15,3300
15,3400
15,3500
15,2500
15,2500
15,2500
15,2400
15,2400
15,2500
15,2500
15,2500
15,2500
15,4000
15,2500
15,2500
15,2400
15,2500
15,2400
15,2500
15,5800
15,2500
15,2500
15,2400
15,2500
15,2400
15,2500
15,2400
15,2500
15,3000
15,2500
15,2500
15,2400
15,2500
15,2400
15,2500
15,2700
15,3700
15,3900
15,3800
15,2500
15,3700
15,2500
15,2500
15,3800
15,3800
15,3900
15,3900
15,3900
15,3700
15,3100
15,2600
15,2400
15,2400
15,3600
15,2500
15,2400
15,2500
15,2400
15,2500
15,2500
15,2500
15,2400
15,2500
15,3700
15,2500
15,2400
15,2500
15,2500
15,5600
15,2500
15,2500
15,2500
15,3600
15,2500
15,3800
15,2600
15,2400
15,3800
15,2500
15,2400
15,2500
15,2400
15,3900
15,4400
15,2400
15,3700
15,2500
15,2500
15,2500
15,2500
15,10800
15,2400
15,2500
15,2400
15,2400
15,2400
15,2500
15,2400
15,2500
15,2400
15,2400
15,2600
15,2400
15,3800
15,2500
15,13000
15,3900
15,2500
15,2500
15,2400
15,2400
15,2500
15,4200
15,3600
15,3700
15,3700
15,3800
15,3700
15,3500
15,2500
15,2400
15,2400
15,2600
15,2400
15,2400
15,2400
15,2400
15,2500
15,2500
15,2400
15,2500
15,2500
15,2500
15,2500
15,2400
15,2400
15,2400
15,2400
15,2500
15,2500
15,2400
15,4200
15,4500
15,2500
15,2500
15,2500
15,2400
15,2400
15,2500
15,2400
15,2400
15,2400
15,2500
15,2500
15,2400
15,2400
15,2500
15,2400
15,3900
15,2600
15,4300
15,3400
15,3800
15,2500
15,4300
15,2500
15,2500
15,2500
15,2500
15,3900
15,3800
15,4000
15,3900
15,4000
15,3000
15,3800
15,4400
15,3700
15,4100
15,3800
15,3800
15,20500
15,4000
15,3800
15,2400
15,4000
15,3300
15,3500
15,3300
15,3200
15,2400
15,2400
15,2400
15,2400
15,2400
15,2300
15,2400
15,2300
15,2400
15,2400
15,2300
15,2300
15,2400
15,2300
15,2300
15,2300
15,2300
15,2400
15,2300
15,2400
15,2300
15,2400
15,2400
15,6000
15,3700
15,4100
15,3600
15,2400
15,2300
15,2400
15,2400
15,2400
15,3600
15,2300
15,2400
15,2400
15,2400
15,2400
15,2400
15,2300
15,2300
15,2400
15,2300
15,2400
15,2400
15,2300
15,2400
15,2300
15,2400
15,2400
15,2400
15,4000
15,11200
15,4000
15,3700
15,2600
15,2500
15,2400
15,2800
15,2400
15,2400
15,4100
15,2400
15,2300
15,2500
15,2400
15,3800
15,3800
15,3800
15,3800
15,2400
15,4100
15,3800
15,2400
15,2400
15,2500
15,2400
15,3100
15,3700
15,3400
15,3400
15,4100
15,3500
15,3300
15,2500
15,4000
15,4200
15,2400
15,2400
15,2400
15,4200
15,4400
15,2400
15,2500
15,2400
15,2300
15,2400
15,2300
15,2300
15,2300
15,2300
15,2400
15,2400
15,2300
15,2800
15,2500
15,2400
15,2400
15,2500
15,2400
15,2300
15,2400
15,2300
15,2400
15,4200
15,3700
15,3800
15,3400
15,3600
15,4500
15,3800
15,4100
15,3700
15,4400
15,3400
15,2400
15,2300
15,2400
15,2300
15,2300
15,2400
15,13100
15,2400
15,2300
15,3500
15,2400
15,3900
15,3300
15,4100
15,3900
15,3700
15,3800
15,3800
15,5700
15,3700
15,3800
15,3700
15,3800
15,3600
15,3700
15,3600
15,3600
15,2400
15,4000
15,2400
15,2400
15,2400
15,2500
15,2500
15,4300
15,2400
15,4300
15,2400
15,2300
15,2300
15,2300
15,2400
15,2400
15,5300
15,83400
15,3900
15,4200
15,2400
15,2400
15,3800
15,4200
15,4200
15,2400
15,2300
15,2400
15,2400
15,2300
15,2300
15,5700
15,2400
15,3600
15,2500
15,3900
15,2400
15,4300
15,4200
15,4200
15,4200
15,9100
15,3800
15,3100
15,3500
15,3200
15,4300
15,4200
15,4100
15,2400
15,2300
15,2300
15,2400
15,2400
15,2400
15,2400
15,2300
15,4000
15,2300
15,2400
15,2300
15,2300
15,2300
15,4100
15,4200
15,2500
15,2400
15,2400
15,4100
15,2400
15,2400
15,2300
15,2400
15,2300
15,2300
15,2300
15,2300
15,2300
15,2500
15,2300
15,2400
15,2300
15,2300
15,2400
15,2400
15,4100
15,2900
15,3300
15,3000
15,3800
15,3300
15,3300
15,3300
15,3500
15,2400
15,2400
15,2400
15,2400
15,2300
15,2300
15,2400
15,2400
15,4000
15,3000
15,2400
15,2400
15,2400
15,2400
15,2400
15,3300
15,2800
15,3700
15,2500
15,2400
15,2400
15,3000
15,2300
15,2400
15,2400
15,2400
15,2300
15,2400
15,2400
15,3800
15,2400
15,2400
15,3100
15,4200
15,3900
15,2400
15,2400
15,2300
15,2400
15,3600
15,2400
15,2300
15,3900
15,2400
15,2300
15,2300
15,3900
15,2400
15,2400
15,2400
15,4100
15,4200
15,2500
15,2400
15,2400
15,2400
